順序	緯度	經度	海拔（約）	類型	名稱	時間
1(start)	22.61505	120.70222	1202.2	comm	start	2021-09-04T22:00:45.283883422+00:00
2	22.614958	120.701885	1203.7	gpx		2021-09-04T22:03:24+00:00
3	22.615205	120.701695	1236.0	gpx		2021-09-04T22:08:57+00:00
4	22.615405	120.701642	1247.5	gpx		2021-09-04T22:10:40+00:00
5	22.615677	120.701779	1253.6	gpx		2021-09-04T22:14:30+00:00
6	22.61588	120.70148	1253.7	gpx		2021-09-04T22:15:21+00:00
7	22.616116	120.701584	1253.9	gpx		2021-09-04T22:16:13+00:00
8	22.616251	120.701439	1254.0	gpx		2021-09-04T22:16:38+00:00
9	22.616275	120.701188	1254.1	gpx		2021-09-04T22:17:30+00:00
10	22.61655	120.701017	1301.0	gpx		2021-09-04T22:21:57+00:00
11	22.616439	120.700561	1281.3	gpx		2021-09-04T22:24:29+00:00
12	22.616764	120.700355	1284.4	gpx		2021-09-04T22:27:01+00:00
13	22.617318	120.700609	1286.9	gpx		2021-09-04T22:28:55+00:00
14	22.618166	120.701233	1295.1	gpx		2021-09-04T22:30:11+00:00
15	22.619461	120.701734	1309.4	gpx		2021-09-04T22:33:21+00:00
16	22.619619	120.701982	1312.4	gpx		2021-09-04T22:35:16+00:00
17	22.619485	120.701458	1315.7	gpx		2021-09-04T22:47:42+00:00
18	22.620426	120.701896	1344.7	gpx		2021-09-04T22:55:38+00:00
19	22.62073	120.702303	1360.9	gpx		2021-09-04T22:57:37+00:00
20	22.620792	120.70262	1376.0	gpx		2021-09-04T22:59:36+00:00
21	22.621032	120.702676	1387.0	gpx		2021-09-04T23:01:35+00:00
22	22.621214	120.702556	1397.3	gpx		2021-09-04T23:03:34+00:00
23	22.621729	120.702874	1415.5	gpx		2021-09-04T23:05:33+00:00
24	22.622546	120.705485	1434.2	gpx		2021-09-04T23:10:23+00:00
25	22.62372	120.706189	1433.9	gpx		2021-09-04T23:11:06+00:00
26	22.623856	120.706697	1436.1	gpx		2021-09-04T23:11:49+00:00
27	22.6242	120.707074	1437.6	gpx		2021-09-04T23:13:15+00:00
28	22.624323	120.707581	1438.0	gpx		2021-09-04T23:15:24+00:00
29	22.624844	120.707748	1440.2	gpx		2021-09-04T23:18:58+00:00
30	22.624675	120.708718	1449.2	gpx		2021-09-04T23:24:42+00:00
31	22.624932	120.709112	1460.6	gpx		2021-09-04T23:28:16+00:00
32	22.624794	120.710199	1477.9	gpx		2021-09-04T23:31:08+00:00
33	22.624925	120.710606	1484.9	gpx		2021-09-04T23:34:00+00:00
34	22.623903	120.71113	1488.9	gpx		2021-09-04T23:37:34+00:00
35	22.624322	120.711856	1487.3	gpx		2021-09-04T23:39:43+00:00
36	22.623795	120.712828	1491.0	gpx		2021-09-04T23:44:43+00:00
37	22.623984	120.713167	1492.8	gpx		2021-09-04T23:46:52+00:00
38	22.623957	120.71354	1494.4	gpx		2021-09-04T23:49:01+00:00
39	22.624145	120.71369	1495.3	gpx		2021-09-04T23:50:27+00:00
40	22.624361	120.714203	1497.5	gpx		2021-09-04T23:52:36+00:00
41(comm)	22.6245	120.7145	1497.5	comm	comm	2021-09-04T23:52:36+00:00
