original_filename,new_filename,folder_name,distance,duration_hours,total_ascent,total_descent,abs_ascent_descent_diff,end_date,interval_time,passed_waypoint_guanshanling_mountain_peak,check_tfidf_關山嶺山,check_tfidf_溪頭山,check_tfidf_塔關山,cluster,pca_1,pca_2,pca_3,original_filename_orig,folder_name_orig
關山嶺山 (49).gpx,HN_Guanshanling_0182.gpx,HN_Guanshanling,2.54,2.99,530.8,528.1,2.7,2024/3/23 00:00,179,TRUE,TRUE,FALSE,FALSE,0,1.14983371,-0.303869821,0.200262331,關山嶺山 (49).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135759.607.gpx,HN_Guanshanling_0243.gpx,HN_Guanshanling,2.39,2.99,491.5,483.5,8,2023/7/9 00:00,179,TRUE,TRUE,FALSE,FALSE,0,-0.728777025,-0.108175879,0.194604621,關山嶺山 - 2025-08-14T135759.607.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140144.813.gpx,HN_Guanshanling_0308.gpx,HN_Guanshanling,2.77,2.96,530,523.1,6.9,2023/2/1 00:00,177,TRUE,TRUE,FALSE,FALSE,0,1.852356857,-0.886687757,0.128350486,關山嶺山 - 2025-08-14T140144.813.gpx,HN_Guanshanling
關山嶺山 (34).gpx,HN_Guanshanling_0170.gpx,HN_Guanshanling,2.64,2.96,548,545.6,2.4,2024/6/26 00:00,177,TRUE,TRUE,FALSE,FALSE,0,2.058699823,-0.503275379,0.167796269,關山嶺山 (34).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140102.157.gpx,HN_Guanshanling_0295.gpx,HN_Guanshanling,2.48,2.96,472.4,463.4,9,2023/2/20 00:00,177,TRUE,TRUE,FALSE,FALSE,0,-1.054791999,-0.422792527,0.133412496,關山嶺山 - 2025-08-14T140102.157.gpx,HN_Guanshanling
關山嶺山～.gpx,HN_Guanshanling_0453.gpx,HN_Guanshanling,2.58,2.94,473.1,488,14.8,2022/8/1 00:00,176,TRUE,TRUE,FALSE,FALSE,0,-0.313231669,-0.62642662,0.098213544,關山嶺山～.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140453.842.gpx,HN_Guanshanling_0370.gpx,HN_Guanshanling,2.54,2.94,516.3,513.7,2.6,2022/8/8 00:00,176,TRUE,TRUE,FALSE,FALSE,0,0.679321997,-0.405705472,0.140666725,關山嶺山 - 2025-08-14T140453.842.gpx,HN_Guanshanling
關山嶺山.南橫.gpx,HN_Guanshanling_0412.gpx,HN_Guanshanling,2.72,2.93,459.3,423.7,35.6,2022/7/15 00:00,175,TRUE,TRUE,FALSE,FALSE,0,-1.067718693,-1.121020877,0.047769368,關山嶺山.南橫.gpx,HN_Guanshanling
關山嶺山 (7).gpx,HN_Guanshanling_0199.gpx,HN_Guanshanling,2.7,2.93,503.8,500.4,3.3,2025/5/2 00:00,175,TRUE,TRUE,FALSE,FALSE,0,0.81310893,-0.84125521,0.091068678,關山嶺山 (7).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140341.234.gpx,HN_Guanshanling_0345.gpx,HN_Guanshanling,2.47,2.93,519.4,532.4,13,2022/10/2 00:00,175,TRUE,TRUE,FALSE,FALSE,0,0.781971794,-0.206637133,0.14780015,關山嶺山 - 2025-08-14T140341.234.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135749.480.gpx,HN_Guanshanling_0240.gpx,HN_Guanshanling,2.67,2.92,525.5,514.2,11.3,2023/7/16 00:00,175,TRUE,TRUE,FALSE,FALSE,0,1.291231113,-0.714722793,0.104800558,關山嶺山 - 2025-08-14T135749.480.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135730.103.gpx,HN_Guanshanling_0235.gpx,HN_Guanshanling,2.66,2.92,463,451.6,11.4,2023/9/30 00:00,174,TRUE,TRUE,FALSE,FALSE,0,-0.776579612,-0.925757461,0.054156023,關山嶺山 - 2025-08-14T135730.103.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135714.456.gpx,HN_Guanshanling_0230.gpx,HN_Guanshanling,2.51,2.92,476.3,521.6,45.3,2023/11/11 00:00,175,TRUE,TRUE,FALSE,FALSE,0,0.023880422,-0.406331248,0.096972953,關山嶺山 - 2025-08-14T135714.456.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140158.494.gpx,HN_Guanshanling_0311.gpx,HN_Guanshanling,2.68,2.91,561.1,571.5,10.4,2023/1/25 00:00,174,TRUE,TRUE,FALSE,FALSE,0,2.822108751,-0.570064874,0.124869469,關山嶺山 - 2025-08-14T140158.494.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140441.375.gpx,HN_Guanshanling_0365.gpx,HN_Guanshanling,2.52,2.91,462.7,468.4,5.7,2022/8/15 00:00,174,TRUE,TRUE,FALSE,FALSE,0,-1.002845783,-0.571225346,0.071470998,關山嶺山 - 2025-08-14T140441.375.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140205.203.gpx,HN_Guanshanling_0312.gpx,HN_Guanshanling,2.62,2.9,558.4,539.3,19.1,2023/1/14 00:00,173,TRUE,TRUE,FALSE,FALSE,0,2.065755738,-0.508320317,0.122154549,關山嶺山 - 2025-08-14T140205.203.gpx,HN_Guanshanling
關山嶺山 (87).gpx,HN_Guanshanling_0213.gpx,HN_Guanshanling,2.46,2.9,500.2,495.2,5,2023/12/4 00:00,174,TRUE,TRUE,FALSE,FALSE,0,-0.158525715,-0.320358835,0.103819335,關山嶺山 (87).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140058.030.gpx,HN_Guanshanling_0293.gpx,HN_Guanshanling,2.54,2.89,520.2,537.2,17,2023/2/25 00:00,173,TRUE,TRUE,FALSE,FALSE,0,1.111769264,-0.398758934,0.097876152,關山嶺山 - 2025-08-14T140058.030.gpx,HN_Guanshanling
關山嶺山 (96).gpx,HN_Guanshanling_0223.gpx,HN_Guanshanling,2.54,2.88,508.4,510.4,2,2023/11/26 00:00,172,TRUE,TRUE,FALSE,FALSE,0,0.493558189,-0.483139362,0.077440674,關山嶺山 (96).gpx,HN_Guanshanling
2022_06_11關山嶺山.gpx,HN_Guanshanling_0044.gpx,HN_Guanshanling,2.67,2.87,456.7,458.7,2,2022/6/11 00:00,171,TRUE,TRUE,FALSE,FALSE,0,-0.73807637,-0.993306994,0.000522044,2022_06_11關山嶺山.gpx,HN_Guanshanling
關山嶺山 (36).gpx,HN_Guanshanling_0172.gpx,HN_Guanshanling,2.51,2.87,444.1,438.1,6,2024/6/17 00:00,171,TRUE,TRUE,FALSE,FALSE,0,-1.825500629,-0.679379201,0.018946097,關山嶺山 (36).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140456.560.gpx,HN_Guanshanling_0372.gpx,HN_Guanshanling,2.34,2.87,461.8,479.8,18,2022/8/7 00:00,172,TRUE,TRUE,FALSE,FALSE,0,-1.462277164,-0.162948813,0.066883443,關山嶺山 - 2025-08-14T140456.560.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140112.070.gpx,HN_Guanshanling_0299.gpx,HN_Guanshanling,2.59,2.85,614.6,607.2,7.4,2023/2/17 00:00,170,TRUE,TRUE,FALSE,FALSE,0,3.971189159,-0.250536439,0.128277769,關山嶺山 - 2025-08-14T140112.070.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140421.995.gpx,HN_Guanshanling_0356.gpx,HN_Guanshanling,2.58,2.85,516.5,531,14.5,2022/8/26 00:00,170,TRUE,TRUE,FALSE,FALSE,0,1.090029862,-0.55023341,0.049264643,關山嶺山 - 2025-08-14T140421.995.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140319.562.gpx,HN_Guanshanling_0337.gpx,HN_Guanshanling,2.67,2.84,505,486.6,18.4,2022/11/12 00:00,170,TRUE,TRUE,FALSE,FALSE,0,0.512692404,-0.882338462,0.011211058,關山嶺山 - 2025-08-14T140319.562.gpx,HN_Guanshanling
20250503關山嶺山 (1).gpx,HN_Guanshanling_0086.gpx,HN_Guanshanling,2.54,2.84,468.8,475.3,6.6,2025/5/3 00:00,170,TRUE,TRUE,FALSE,FALSE,0,-0.723958246,-0.660616143,0.006557632,20250503關山嶺山 (1).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135952.942.gpx,HN_Guanshanling_0280.gpx,HN_Guanshanling,2.52,2.84,562,571.5,9.5,2023/3/24 00:00,170,TRUE,TRUE,FALSE,FALSE,0,2.283510618,-0.257736177,0.088726689,關山嶺山 - 2025-08-14T135952.942.gpx,HN_Guanshanling
關山嶺山 (83).gpx,HN_Guanshanling_0210.gpx,HN_Guanshanling,2.45,2.84,489.4,466.6,22.8,2023/12/10 00:00,170,TRUE,TRUE,FALSE,FALSE,0,-0.823268912,-0.430757833,0.0384508,關山嶺山 (83).gpx,HN_Guanshanling
關山嶺山23-3-11.gpx,HN_Guanshanling_0421.gpx,HN_Guanshanling,2.41,2.84,442.3,450.8,8.5,2023/3/11 00:00,170,TRUE,TRUE,FALSE,FALSE,0,-2.003265308,-0.449212523,0.008460499,關山嶺山23-3-11.gpx,HN_Guanshanling
關山嶺山 20240106.gpx,HN_Guanshanling_0404.gpx,HN_Guanshanling,2.59,2.83,540.4,551.4,11,2024/1/6 00:00,169,TRUE,TRUE,FALSE,FALSE,0,1.846499277,-0.510382339,0.048274111,關山嶺山 20240106.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140408.398.gpx,HN_Guanshanling_0351.gpx,HN_Guanshanling,2.53,2.83,534.9,521.3,13.6,2022/9/10 00:00,169,TRUE,TRUE,FALSE,FALSE,0,1.075867807,-0.439616516,0.053033148,關山嶺山 - 2025-08-14T140408.398.gpx,HN_Guanshanling
112_4_9關山嶺山.gpx,HN_Guanshanling_0014.gpx,HN_Guanshanling,2.79,2.82,494.8,482.5,12.3,2023/4/9 00:00,168,TRUE,TRUE,FALSE,FALSE,0,0.690769349,-1.210344708,-0.038071761,112_4_9關山嶺山.gpx,HN_Guanshanling
關山嶺山.Vito20221116.gpx,HN_Guanshanling_0411.gpx,HN_Guanshanling,2.53,2.81,489.7,496.3,6.7,2022/11/16 00:00,168,TRUE,TRUE,FALSE,FALSE,0,-0.077975892,-0.587018525,-0.002492487,關山嶺山.Vito20221116.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135709.504.gpx,HN_Guanshanling_0228.gpx,HN_Guanshanling,2.51,2.81,483.2,490,6.8,2023/11/18 00:00,168,TRUE,TRUE,FALSE,FALSE,0,-0.355243231,-0.563802979,-0.00424202,關山嶺山 - 2025-08-14T135709.504.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135711.974.gpx,HN_Guanshanling_0229.gpx,HN_Guanshanling,2.48,2.81,502.4,517.4,15.1,2023/11/11 00:00,168,TRUE,TRUE,FALSE,FALSE,0,0.29343266,-0.404283195,0.017993092,關山嶺山 - 2025-08-14T135711.974.gpx,HN_Guanshanling
20240203關山嶺山.gpx,HN_Guanshanling_0073.gpx,HN_Guanshanling,2.54,2.8,504.8,505.4,0.5,2024/2/3 00:00,168,TRUE,TRUE,FALSE,FALSE,0,0.353494101,-0.575742238,-0.001561238,20240203關山嶺山.gpx,HN_Guanshanling
關山嶺山（南橫三星之一）.gpx,HN_Guanshanling_0448.gpx,HN_Guanshanling,2.47,2.8,443,448.6,5.6,2024/4/7 00:00,168,TRUE,TRUE,FALSE,FALSE,0,-1.819128885,-0.632187087,-0.040178857,關山嶺山（南橫三星之一）.gpx,HN_Guanshanling
關山嶺山 (95).gpx,HN_Guanshanling_0222.gpx,HN_Guanshanling,2.57,2.79,480.2,482.8,2.7,2023/11/26 00:00,167,TRUE,TRUE,FALSE,FALSE,0,-0.311416868,-0.744245426,-0.037108323,關山嶺山 (95).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135807.232.gpx,HN_Guanshanling_0245.gpx,HN_Guanshanling,2.57,2.78,489.4,488.5,0.9,2023/6/30 00:00,166,TRUE,TRUE,FALSE,FALSE,0,-0.067207436,-0.726406501,-0.039110635,關山嶺山 - 2025-08-14T135807.232.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140541.467.gpx,HN_Guanshanling_0384.gpx,HN_Guanshanling,2.52,2.78,489.9,524.4,34.6,2022/7/15 00:00,166,TRUE,TRUE,FALSE,FALSE,0,0.329681358,-0.53436807,-0.02699619,關山嶺山 - 2025-08-14T140541.467.gpx,HN_Guanshanling
2022-6-18-關山嶺山.gpx,HN_Guanshanling_0028.gpx,HN_Guanshanling,2.54,2.77,441.3,441.1,0.2,2022/6/18 00:00,166,TRUE,TRUE,FALSE,FALSE,0,-1.72365023,-0.844141015,-0.083397238,2022-6-18-關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135816.018.gpx,HN_Guanshanling_0248.gpx,HN_Guanshanling,2.49,2.77,513.7,504.7,9,2023/6/19 00:00,166,TRUE,TRUE,FALSE,FALSE,0,0.319564309,-0.472560295,-0.013971661,關山嶺山 - 2025-08-14T135816.018.gpx,HN_Guanshanling
關山嶺山 (1).gpx,HN_Guanshanling_0154.gpx,HN_Guanshanling,2.46,2.77,469.5,472.5,3.1,2025/5/31 00:00,166,TRUE,TRUE,FALSE,FALSE,0,-1.033313091,-0.5430913,-0.044713706,關山嶺山 (1).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135917.561.gpx,HN_Guanshanling_0268.gpx,HN_Guanshanling,2.37,2.77,416.8,484.5,67.7,2023/4/9 00:00,166,TRUE,TRUE,FALSE,FALSE,0,-2.0459788,-0.396466131,-0.067850921,關山嶺山 - 2025-08-14T135917.561.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140322.519.gpx,HN_Guanshanling_0338.gpx,HN_Guanshanling,2.58,2.76,468,469.2,1.2,2022/11/6 00:00,165,TRUE,TRUE,FALSE,FALSE,0,-0.695773432,-0.845045986,-0.077753704,關山嶺山 - 2025-08-14T140322.519.gpx,HN_Guanshanling
2922.97.30 關山嶺山.gpx,HN_Guanshanling_0095.gpx,HN_Guanshanling,2.47,2.75,474.2,474.9,0.7,2022/7/30 00:00,165,TRUE,TRUE,FALSE,FALSE,0,-0.882223028,-0.572808247,-0.061744378,2922.97.30 關山嶺山.gpx,HN_Guanshanling
【關山嶺山】.gpx,HN_Guanshanling_0101.gpx,HN_Guanshanling,2.43,2.75,451.2,446.2,5,2023/7/12 00:00,165,TRUE,TRUE,FALSE,FALSE,0,-1.857185619,-0.576325209,-0.074064439,【關山嶺山】.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140619.358.gpx,HN_Guanshanling_0389.gpx,HN_Guanshanling,2.45,2.74,496.9,494.7,2.2,2022/6/18 00:00,164,TRUE,TRUE,FALSE,FALSE,0,-0.258884406,-0.455922141,-0.048673224,關山嶺山 - 2025-08-14T140619.358.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140147.585.gpx,HN_Guanshanling_0309.gpx,HN_Guanshanling,2.61,2.73,510.9,510.9,0,2023/1/28 00:00,164,TRUE,TRUE,FALSE,FALSE,0,0.783239323,-0.785957738,-0.075809366,關山嶺山 - 2025-08-14T140147.585.gpx,HN_Guanshanling
關山嶺山（去程有點走偏）.gpx,HN_Guanshanling_0449.gpx,HN_Guanshanling,2.57,2.73,484.6,484.4,0.2,2025/5/10 00:00,163,TRUE,TRUE,FALSE,FALSE,0,-0.213020182,-0.790635828,-0.090518908,關山嶺山（去程有點走偏）.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140323.830.gpx,HN_Guanshanling_0339.gpx,HN_Guanshanling,2.54,2.73,483.6,483.2,0.4,2022/11/6 00:00,163,TRUE,TRUE,FALSE,FALSE,0,-0.352299407,-0.724012738,-0.085829995,關山嶺山 - 2025-08-14T140323.830.gpx,HN_Guanshanling
關山嶺山.gpx,HN_Guanshanling_0410.gpx,HN_Guanshanling,2.51,2.73,520.4,519.6,0.7,2025/5/31 00:00,163,TRUE,TRUE,FALSE,FALSE,0,0.734066479,-0.516017492,-0.049411966,關山嶺山.gpx,HN_Guanshanling
???????雪兒 關山嶺山.gpx,HN_Guanshanling_0098.gpx,HN_Guanshanling,2.49,2.73,445.3,428.7,16.6,2022/7/16 00:00,164,TRUE,TRUE,FALSE,FALSE,0,-2.023307952,-0.782736244,-0.109879655,???????雪兒 關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140427.499.gpx,HN_Guanshanling_0359.gpx,HN_Guanshanling,2.65,2.72,479.1,492.5,13.4,2022/8/22 00:00,163,TRUE,TRUE,FALSE,FALSE,0,0.097031608,-0.981811831,-0.118459027,關山嶺山 - 2025-08-14T140427.499.gpx,HN_Guanshanling
20240204關山嶺山 (1).gpx,HN_Guanshanling_0074.gpx,HN_Guanshanling,2.63,2.72,482.7,490.1,7.4,2024/2/4 00:00,163,TRUE,TRUE,FALSE,FALSE,0,0.051167532,-0.933357309,-0.112157283,20240204關山嶺山 (1).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140420.604.gpx,HN_Guanshanling_0355.gpx,HN_Guanshanling,2.57,2.71,603,590,13,2022/8/27 00:00,162,TRUE,TRUE,FALSE,FALSE,0,3.435450605,-0.391706838,-0.010949905,關山嶺山 - 2025-08-14T140420.604.gpx,HN_Guanshanling
20240204關山嶺山.gpx,HN_Guanshanling_0075.gpx,HN_Guanshanling,2.47,2.71,523,519.3,3.7,2024/2/4 00:00,162,TRUE,TRUE,FALSE,FALSE,0,0.634769484,-0.436865129,-0.059010188,20240204關山嶺山.gpx,HN_Guanshanling
關山嶺山 (58).gpx,HN_Guanshanling_0188.gpx,HN_Guanshanling,2.34,2.71,433.6,423.8,9.8,2024/2/17 00:00,162,TRUE,TRUE,FALSE,FALSE,0,-2.815859787,-0.477905316,-0.110490527,關山嶺山 (58).gpx,HN_Guanshanling
20250503關山嶺山 (2).gpx,HN_Guanshanling_0087.gpx,HN_Guanshanling,2.57,2.7,499.5,483.3,16.3,2025/5/3 00:00,162,TRUE,TRUE,FALSE,FALSE,0,0.020790093,-0.795970635,-0.107572552,20250503關山嶺山 (2).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135903.164.gpx,HN_Guanshanling_0263.gpx,HN_Guanshanling,2.8,2.69,574.4,572.4,2,2023/4/16 00:00,161,TRUE,TRUE,FALSE,FALSE,0,3.472026787,-1.038267933,-0.095666958,關山嶺山 - 2025-08-14T135903.164.gpx,HN_Guanshanling
2022-0603_南橫二星-關山嶺山.gpx,HN_Guanshanling_0023.gpx,HN_Guanshanling,2.47,2.69,456.8,456.9,0.1,2022/6/3 00:00,161,TRUE,TRUE,FALSE,FALSE,0,-1.458092228,-0.696479369,-0.133309077,2022-0603_南橫二星-關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140428.867.gpx,HN_Guanshanling_0360.gpx,HN_Guanshanling,2.56,2.68,490.1,499.3,9.2,2022/8/22 00:00,160,TRUE,TRUE,FALSE,FALSE,0,0.077442175,-0.774895599,-0.130826284,關山嶺山 - 2025-08-14T140428.867.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140257.217.gpx,HN_Guanshanling_0333.gpx,HN_Guanshanling,2.48,2.68,535.8,545.3,9.5,2022/12/3 00:00,160,TRUE,TRUE,FALSE,FALSE,0,1.291321809,-0.414121133,-0.077648197,關山嶺山 - 2025-08-14T140257.217.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135742.173.gpx,HN_Guanshanling_0236.gpx,HN_Guanshanling,2.54,2.67,525.2,526.5,1.3,2023/7/23 00:00,160,TRUE,TRUE,FALSE,FALSE,0,1.025709155,-0.621696456,-0.107689113,關山嶺山 - 2025-08-14T135742.173.gpx,HN_Guanshanling
關山嶺山 (26).gpx,HN_Guanshanling_0165.gpx,HN_Guanshanling,2.6,2.66,460,488.9,28.9,2024/7/7 00:00,159,TRUE,TRUE,FALSE,FALSE,0,-0.455164975,-0.96105597,-0.181096292,關山嶺山 (26).gpx,HN_Guanshanling
關山嶺山 (20).gpx,HN_Guanshanling_0161.gpx,HN_Guanshanling,2.6,2.65,469.8,472.3,2.5,2024/7/20 00:00,159,TRUE,TRUE,FALSE,FALSE,0,-0.549427325,-0.987667972,-0.184184143,關山嶺山 (20).gpx,HN_Guanshanling
關山嶺山 (27).gpx,HN_Guanshanling_0166.gpx,HN_Guanshanling,2.75,2.64,534.8,533.6,1.2,2024/7/7 00:00,158,TRUE,TRUE,FALSE,FALSE,0,2.023784581,-1.114851376,-0.167054408,關山嶺山 (27).gpx,HN_Guanshanling
5_3關山嶺山.gpx,HN_Guanshanling_0096.gpx,HN_Guanshanling,2.63,2.64,515.6,515.2,0.5,2025/5/3 00:00,158,TRUE,TRUE,FALSE,FALSE,0,0.997569924,-0.90210811,-0.160952086,5_3關山嶺山.gpx,HN_Guanshanling
南橫三星 Day1 關山嶺山.gpx,HN_Guanshanling_0107.gpx,HN_Guanshanling,2.6,2.64,449,442,7,2025/6/28 00:00,158,TRUE,TRUE,FALSE,FALSE,0,-1.374226262,-1.094589055,-0.211795746,南橫三星 Day1 關山嶺山.gpx,HN_Guanshanling
2023-06-19 關山嶺山（百岳、單登）.gpx,HN_Guanshanling_0049.gpx,HN_Guanshanling,2.56,2.63,457.3,455.2,2,2023/6/19 00:00,157,TRUE,TRUE,FALSE,FALSE,0,-1.166157436,-0.968619522,-0.206580759,2023-06-19 關山嶺山（百岳、單登）.gpx,HN_Guanshanling
20250525關山嶺山.gpx,HN_Guanshanling_0090.gpx,HN_Guanshanling,2.24,2.63,467.5,459.7,7.8,2025/5/25 00:00,157,TRUE,TRUE,FALSE,FALSE,0,-2.029240575,-0.186980379,-0.139290202,20250525關山嶺山.gpx,HN_Guanshanling
關山嶺山 (71).gpx,HN_Guanshanling_0200.gpx,HN_Guanshanling,2.57,2.62,575.5,571.5,4,2024/1/20 00:00,157,TRUE,TRUE,FALSE,FALSE,0,2.680894972,-0.562274944,-0.118785502,關山嶺山 (71).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140641.396.gpx,HN_Guanshanling_0393.gpx,HN_Guanshanling,2.68,2.61,518.4,513.2,5.2,2022/5/29 00:00,156,TRUE,TRUE,FALSE,FALSE,0,1.185865975,-1.047956263,-0.196627095,關山嶺山 - 2025-08-14T140641.396.gpx,HN_Guanshanling
240213關山嶺山.gpx,HN_Guanshanling_0094.gpx,HN_Guanshanling,2.64,2.61,502.4,498.8,3.6,2024/2/13 00:00,156,TRUE,TRUE,FALSE,FALSE,0,0.552568319,-1.010330317,-0.20256216,240213關山嶺山.gpx,HN_Guanshanling
"南橫二星-關山嶺山 (by Simon's Garmin Fenix 7X, 2022.08.28).gpx",HN_Guanshanling_0128.gpx,HN_Guanshanling,2.53,2.61,440.8,421.4,19.4,2022/8/28 00:00,156,TRUE,TRUE,FALSE,FALSE,0,-2.07689597,-1.014068074,-0.235065395,"南橫二星-關山嶺山 (by Simon's Garmin Fenix 7X, 2022.08.28).gpx",HN_Guanshanling
關山嶺山 - 2025-08-14T140630.472.gpx,HN_Guanshanling_0391.gpx,HN_Guanshanling,2.79,2.6,476.7,481.9,5.2,2022/6/10 00:00,155,TRUE,TRUE,FALSE,FALSE,0,0.372780472,-1.452218741,-0.260731247,關山嶺山 - 2025-08-14T140630.472.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135918.831.gpx,HN_Guanshanling_0269.gpx,HN_Guanshanling,2.45,2.6,514.8,517.8,3,2023/4/8 00:00,156,TRUE,TRUE,FALSE,FALSE,0,0.402263183,-0.511606826,-0.166073378,關山嶺山 - 2025-08-14T135918.831.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140206.517.gpx,HN_Guanshanling_0313.gpx,HN_Guanshanling,2.42,2.6,447.2,435.2,12,2023/1/8 00:00,156,TRUE,TRUE,FALSE,FALSE,0,-2.133350194,-0.724969211,-0.21833981,關山嶺山 - 2025-08-14T140206.517.gpx,HN_Guanshanling
關山嶺山20231129.gpx,HN_Guanshanling_0419.gpx,HN_Guanshanling,2.39,2.59,429.8,426.9,3,2023/11/29 00:00,155,TRUE,TRUE,FALSE,FALSE,0,-2.660512445,-0.710423691,-0.236262715,關山嶺山20231129.gpx,HN_Guanshanling
關山嶺山 (42).gpx,HN_Guanshanling_0176.gpx,HN_Guanshanling,2.56,2.58,572.6,568.7,3.9,2024/4/13 00:00,154,TRUE,TRUE,FALSE,FALSE,0,2.553062204,-0.587476847,-0.157307152,關山嶺山 (42).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140008.627.gpx,HN_Guanshanling_0282.gpx,HN_Guanshanling,2.58,2.56,473.3,473.5,0.2,2023/3/18 00:00,153,TRUE,TRUE,FALSE,FALSE,0,-0.542000566,-1.017818411,-0.263076374,關山嶺山 - 2025-08-14T140008.627.gpx,HN_Guanshanling
20250406關山嶺山.gpx,HN_Guanshanling_0085.gpx,HN_Guanshanling,2.66,2.55,491.7,487.5,4.2,2025/4/6 00:00,152,TRUE,TRUE,FALSE,FALSE,0,0.263594324,-1.156058955,-0.272195492,20250406關山嶺山.gpx,HN_Guanshanling
關山嶺山 (13).gpx,HN_Guanshanling_0157.gpx,HN_Guanshanling,2.49,2.55,473.4,461.2,12.2,2025/4/5 00:00,153,TRUE,TRUE,FALSE,FALSE,0,-1.043669419,-0.839916771,-0.256710563,關山嶺山 (13).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135819.870.gpx,HN_Guanshanling_0249.gpx,HN_Guanshanling,2.48,2.55,440.4,490.9,50.5,2023/6/11 00:00,153,TRUE,TRUE,FALSE,FALSE,0,-1.1708196,-0.81223103,-0.278223431,關山嶺山 - 2025-08-14T135819.870.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140100.793.gpx,HN_Guanshanling_0294.gpx,HN_Guanshanling,2.47,2.55,463.5,463.9,0.3,2023/2/22 00:00,152,TRUE,TRUE,FALSE,FALSE,0,-1.237622599,-0.804165828,-0.260454652,關山嶺山 - 2025-08-14T140100.793.gpx,HN_Guanshanling
1140525關山嶺山.gpx,HN_Guanshanling_0017.gpx,HN_Guanshanling,2.68,2.54,469.2,475.6,6.4,2025/5/25 00:00,152,TRUE,TRUE,FALSE,FALSE,0,-0.233163661,-1.275553037,-0.303534668,1140525關山嶺山.gpx,HN_Guanshanling
關山嶺山 (南橫三星).gpx,HN_Guanshanling_0227.gpx,HN_Guanshanling,2.54,2.54,450.5,463,12.5,2022/6/27 00:00,152,TRUE,TRUE,FALSE,FALSE,0,-1.229371439,-1.002937914,-0.292949575,關山嶺山 (南橫三星).gpx,HN_Guanshanling
關山嶺山 (61).gpx,HN_Guanshanling_0190.gpx,HN_Guanshanling,2.52,2.54,534.5,532.2,2.2,2024/2/13 00:00,152,TRUE,TRUE,FALSE,FALSE,0,1.200779179,-0.670865912,-0.219741753,關山嶺山 (61).gpx,HN_Guanshanling
2022-05-01 台東海端鄉 南橫三星 _ 關山嶺山.gpx,HN_Guanshanling_0020.gpx,HN_Guanshanling,2.47,2.54,414,426.6,12.6,2022/5/1 00:00,152,TRUE,TRUE,FALSE,FALSE,0,-2.656160185,-0.974480541,-0.31066131,2022-05-01 台東海端鄉 南橫三星 _ 關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140433.061.gpx,HN_Guanshanling_0362.gpx,HN_Guanshanling,2.66,2.52,470.9,478.9,8,2022/8/21 00:00,151,TRUE,TRUE,FALSE,FALSE,0,-0.2222754,-1.237787095,-0.317271386,關山嶺山 - 2025-08-14T140433.061.gpx,HN_Guanshanling
