original_filename,new_filename,folder_name,distance,duration_hours,total_ascent,total_descent,abs_ascent_descent_diff,end_date,interval_time,passed_waypoint_guanshanling_mountain_peak,check_tfidf_關山嶺山,check_tfidf_溪頭山,check_tfidf_塔關山,cluster,pca_1,pca_2,pca_3,original_filename_orig,folder_name_orig
關山嶺山 - 2025-08-14T140417.931.gpx,HN_Guanshanling_0354.gpx,HN_Guanshanling,2.58,2.52,506.7,504.7,1.9,2022/6/18 00:00,150,TRUE,TRUE,FALSE,FALSE,0,0.508772036,-0.93515093,-0.273121822,關山嶺山 - 2025-08-14T140417.931.gpx,HN_Guanshanling
2022_06_24關山嶺山.gpx,HN_Guanshanling_0045.gpx,HN_Guanshanling,2.53,2.51,484.3,485.5,1.2,2022/6/24 00:00,150,TRUE,TRUE,FALSE,FALSE,0,-0.342252855,-0.904203783,-0.291957994,2022_06_24關山嶺山.gpx,HN_Guanshanling
關山嶺山20220803.gpx,HN_Guanshanling_0416.gpx,HN_Guanshanling,2.38,2.5,479.4,478.4,1,2022/8/3 00:00,150,TRUE,TRUE,FALSE,FALSE,0,-1.054300983,-0.582691102,-0.277997939,關山嶺山20220803.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140349.519.gpx,HN_Guanshanling_0347.gpx,HN_Guanshanling,2.7,2.49,593.9,634.1,40.2,2022/9/23 00:00,149,TRUE,TRUE,FALSE,FALSE,-1,4.417224896,-0.833739421,-0.247591486,關山嶺山 - 2025-08-14T140349.519.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135907.068.gpx,HN_Guanshanling_0264.gpx,HN_Guanshanling,2.61,2.49,504.6,490.4,14.2,2023/4/15 00:00,149,TRUE,TRUE,FALSE,FALSE,0,0.353007949,-1.06728142,-0.309730231,關山嶺山 - 2025-08-14T135907.068.gpx,HN_Guanshanling
關山嶺山 (55).gpx,HN_Guanshanling_0186.gpx,HN_Guanshanling,2.75,2.48,554,563,9,2024/2/24 00:00,148,TRUE,TRUE,FALSE,FALSE,0,2.80506392,-1.174524442,-0.301986242,關山嶺山 (55).gpx,HN_Guanshanling
關山嶺山 (5).gpx,HN_Guanshanling_0183.gpx,HN_Guanshanling,2.56,2.48,476.6,475.7,1,2025/5/19 00:00,148,TRUE,TRUE,FALSE,FALSE,0,-0.522172518,-1.036741159,-0.332568069,關山嶺山 (5).gpx,HN_Guanshanling
關山嶺山 (29).gpx,HN_Guanshanling_0167.gpx,HN_Guanshanling,2.43,2.47,502.8,503.8,1,2024/7/5 00:00,147,TRUE,TRUE,FALSE,FALSE,0,-0.090058373,-0.637405223,-0.295901895,關山嶺山 (29).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140629.071.gpx,HN_Guanshanling_0390.gpx,HN_Guanshanling,2.65,2.46,491.3,494,2.7,2022/5/30 00:00,147,TRUE,TRUE,FALSE,FALSE,0,0.322607326,-1.205669274,-0.355571778,關山嶺山 - 2025-08-14T140629.071.gpx,HN_Guanshanling
關山嶺山 20230619.gpx,HN_Guanshanling_0403.gpx,HN_Guanshanling,2.65,2.46,504.1,517.3,13.2,2023/6/19 00:00,147,TRUE,TRUE,FALSE,FALSE,0,0.902836785,-1.136245798,-0.344094064,關山嶺山 20230619.gpx,HN_Guanshanling
20240217_關山嶺山_獨攀單攻.gpx,HN_Guanshanling_0077.gpx,HN_Guanshanling,2.58,2.46,473.7,493.7,20,2024/2/17 00:00,147,TRUE,TRUE,FALSE,FALSE,0,-0.220922778,-1.071244849,-0.356218232,20240217_關山嶺山_獨攀單攻.gpx,HN_Guanshanling
關山嶺山 (65).gpx,HN_Guanshanling_0194.gpx,HN_Guanshanling,2.51,2.46,517.4,514.1,3.4,2024/2/10 00:00,147,TRUE,TRUE,FALSE,FALSE,0,0.593572433,-0.78969485,-0.308205168,關山嶺山 (65).gpx,HN_Guanshanling
南橫-關山嶺山.gpx,HN_Guanshanling_0105.gpx,HN_Guanshanling,2.46,2.46,504.1,502.6,1.5,2024/2/10 00:00,147,TRUE,TRUE,FALSE,FALSE,0,0.016622064,-0.717939968,-0.310011476,南橫-關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135928.262.gpx,HN_Guanshanling_0272.gpx,HN_Guanshanling,2.5,2.45,491.7,490.4,1.3,2023/4/4 00:00,146,TRUE,TRUE,FALSE,FALSE,0,-0.245290587,-0.867948236,-0.337285916,關山嶺山 - 2025-08-14T135928.262.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140618.014.gpx,HN_Guanshanling_0388.gpx,HN_Guanshanling,2.57,2.43,463.9,470.3,6.4,2022/6/18 00:00,145,TRUE,TRUE,FALSE,FALSE,0,-0.787071329,-1.140735888,-0.3919999,關山嶺山 - 2025-08-14T140618.014.gpx,HN_Guanshanling
關山嶺山 (53).gpx,HN_Guanshanling_0185.gpx,HN_Guanshanling,2.39,2.4,476.7,513.7,37.1,2024/2/25 00:00,143,TRUE,TRUE,FALSE,FALSE,0,-0.514941911,-0.634222522,-0.37432739,關山嶺山 (53).gpx,HN_Guanshanling
1120115關山嶺山.gpx,HN_Guanshanling_0010.gpx,HN_Guanshanling,2.59,2.39,468.6,455.5,13.2,2023/1/15 00:00,143,TRUE,TRUE,FALSE,FALSE,0,-0.870593907,-1.248185019,-0.431042273,1120115關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135800.888.gpx,HN_Guanshanling_0244.gpx,HN_Guanshanling,2.39,2.39,478.5,466,12.5,2023/7/9 00:00,143,TRUE,TRUE,FALSE,FALSE,0,-1.230364249,-0.737950157,-0.385736613,關山嶺山 - 2025-08-14T135800.888.gpx,HN_Guanshanling
關山嶺山_3176m.gpx,HN_Guanshanling_0424.gpx,HN_Guanshanling,2.65,2.38,463.4,457,6.4,2024/6/30 00:00,142,TRUE,TRUE,FALSE,FALSE,0,-0.727748829,-1.405119548,-0.455514327,關山嶺山_3176m.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140236.843.gpx,HN_Guanshanling_0325.gpx,HN_Guanshanling,2.63,2.38,539.2,530.2,9,2022/12/16 00:00,142,TRUE,TRUE,FALSE,FALSE,0,1.626555037,-1.078923836,-0.388345799,關山嶺山 - 2025-08-14T140236.843.gpx,HN_Guanshanling
關山嶺山 (33).gpx,HN_Guanshanling_0169.gpx,HN_Guanshanling,2.58,2.37,564.4,561.5,2.9,2024/6/29 00:00,142,TRUE,TRUE,FALSE,FALSE,0,2.3682053,-0.863524723,-0.367008032,關山嶺山 (33).gpx,HN_Guanshanling
關山嶺山 (69).gpx,HN_Guanshanling_0198.gpx,HN_Guanshanling,2.57,2.36,495.1,507.9,12.8,2024/2/3 00:00,141,TRUE,TRUE,FALSE,FALSE,0,0.326189446,-1.077373477,-0.431751534,關山嶺山 (69).gpx,HN_Guanshanling
關山嶺山 (68).gpx,HN_Guanshanling_0197.gpx,HN_Guanshanling,2.53,2.36,511.8,508.4,3.3,2024/2/5 00:00,141,TRUE,TRUE,FALSE,FALSE,0,0.477624534,-0.953397209,-0.411461813,關山嶺山 (68).gpx,HN_Guanshanling
高雄桃源-南橫三星-關山嶺山.gpx,HN_Guanshanling_0457.gpx,HN_Guanshanling,2.5,2.36,481.8,483.8,2.1,2022/9/30 00:00,141,TRUE,TRUE,FALSE,FALSE,0,-0.516823009,-0.984126726,-0.430737319,高雄桃源-南橫三星-關山嶺山.gpx,HN_Guanshanling
20220518關山嶺山 (1).gpx,HN_Guanshanling_0033.gpx,HN_Guanshanling,2.64,2.34,527.7,525,2.7,2022/5/18 00:00,140,TRUE,TRUE,FALSE,FALSE,0,1.385176856,-1.17092636,-0.437354122,20220518關山嶺山 (1).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140444.199.gpx,HN_Guanshanling_0366.gpx,HN_Guanshanling,2.42,2.34,465,438.8,26.1,2022/8/15 00:00,140,TRUE,TRUE,FALSE,FALSE,0,-1.780446751,-0.934959975,-0.450992815,關山嶺山 - 2025-08-14T140444.199.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140310.114.gpx,HN_Guanshanling_0335.gpx,HN_Guanshanling,2.45,2.33,481.8,484.8,3,2022/11/25 00:00,139,TRUE,TRUE,FALSE,FALSE,0,-0.674366011,-0.89270961,-0.449885919,關山嶺山 - 2025-08-14T140310.114.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140438.666.gpx,HN_Guanshanling_0364.gpx,HN_Guanshanling,2.46,2.32,491.7,511.7,20,2022/8/19 00:00,139,TRUE,TRUE,FALSE,FALSE,0,-0.052394066,-0.854032112,-0.451725095,關山嶺山 - 2025-08-14T140438.666.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140218.987.gpx,HN_Guanshanling_0319.gpx,HN_Guanshanling,2.44,2.32,474,481.4,7.4,2022/12/28 00:00,139,TRUE,TRUE,FALSE,FALSE,0,-0.893833301,-0.898929305,-0.463768357,關山嶺山 - 2025-08-14T140218.987.gpx,HN_Guanshanling
2023.11.10 關山嶺山.gpx,HN_Guanshanling_0050.gpx,HN_Guanshanling,2.36,2.32,493.6,472,21.6,2023/11/10 00:00,139,TRUE,TRUE,FALSE,FALSE,0,-0.98641297,-0.6958039,-0.434541648,2023.11.10 關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140007.330.gpx,HN_Guanshanling_0281.gpx,HN_Guanshanling,2.7,2.31,491.7,478,13.7,2023/3/18 00:00,138,TRUE,TRUE,FALSE,FALSE,0,0.249823431,-1.498543303,-0.507889725,關山嶺山 - 2025-08-14T140007.330.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135910.981.gpx,HN_Guanshanling_0266.gpx,HN_Guanshanling,2.49,2.3,467,463.6,3.4,2023/4/12 00:00,138,TRUE,TRUE,FALSE,FALSE,0,-1.117756358,-1.084240805,-0.498604267,關山嶺山 - 2025-08-14T135910.981.gpx,HN_Guanshanling
"南橫三星-關山嶺山(20240207,含休息24分鐘).gpx",HN_Guanshanling_0112.gpx,HN_Guanshanling,2.43,2.3,481.1,481.1,0,2024/2/7 00:00,137,TRUE,TRUE,FALSE,FALSE,0,-0.813547005,-0.882857257,-0.475442533,"南橫三星-關山嶺山(20240207,含休息24分鐘).gpx",HN_Guanshanling
關山嶺山 (84).gpx,HN_Guanshanling_0211.gpx,HN_Guanshanling,2.7,2.29,486.3,471.8,14.5,2023/12/11 00:00,137,TRUE,TRUE,FALSE,FALSE,0,0.061490618,-1.539490311,-0.531450364,關山嶺山 (84).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135755.851.gpx,HN_Guanshanling_0241.gpx,HN_Guanshanling,2.48,2.29,459.1,484.4,25.2,2023/7/12 00:00,137,TRUE,TRUE,FALSE,FALSE,0,-0.960613273,-1.041279067,-0.510884117,關山嶺山 - 2025-08-14T135755.851.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140021.755.gpx,HN_Guanshanling_0286.gpx,HN_Guanshanling,2.55,2.28,570.1,545.4,24.7,2023/3/12 00:00,136,TRUE,TRUE,FALSE,FALSE,0,2.107772523,-0.901597066,-0.443558683,關山嶺山 - 2025-08-14T140021.755.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135909.638.gpx,HN_Guanshanling_0265.gpx,HN_Guanshanling,2.5,2.27,452.4,438,14.4,2023/4/12 00:00,135,TRUE,TRUE,FALSE,FALSE,0,-1.730198742,-1.213621153,-0.541931374,關山嶺山 - 2025-08-14T135909.638.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135722.333.gpx,HN_Guanshanling_0232.gpx,HN_Guanshanling,2.37,2.27,434.4,426.2,8.2,2023/10/21 00:00,136,TRUE,TRUE,FALSE,FALSE,0,-2.667539739,-0.961770457,-0.532599027,關山嶺山 - 2025-08-14T135722.333.gpx,HN_Guanshanling
關山嶺山 (85).gpx,HN_Guanshanling_0212.gpx,HN_Guanshanling,2.36,2.27,472.4,502.4,30,2023/11/25 00:00,136,TRUE,TRUE,FALSE,FALSE,0,-0.86966741,-0.717742697,-0.496189252,關山嶺山 (85).gpx,HN_Guanshanling
【百岳】南橫三星-關山嶺山.gpx,HN_Guanshanling_0100.gpx,HN_Guanshanling,2.66,2.26,431.1,424.1,7,2022/8/27 00:00,135,TRUE,TRUE,FALSE,FALSE,0,-1.754291445,-1.665455108,-0.598350197,【百岳】南橫三星-關山嶺山.gpx,HN_Guanshanling
111.5.6關山嶺山.gpx,HN_Guanshanling_0004.gpx,HN_Guanshanling,2.49,2.25,407.7,413.7,6,2022/5/6 00:00,134,TRUE,TRUE,FALSE,FALSE,0,-2.899210958,-1.335145973,-0.595175728,111.5.6關山嶺山.gpx,HN_Guanshanling
關山嶺山3176m.gpx,HN_Guanshanling_0422.gpx,HN_Guanshanling,2.62,2.23,533.6,531.2,2.5,2024/11/25 00:00,133,TRUE,TRUE,FALSE,FALSE,0,1.510976123,-1.205833776,-0.533020868,關山嶺山3176m.gpx,HN_Guanshanling
關山嶺山 (51).gpx,HN_Guanshanling_0184.gpx,HN_Guanshanling,2.44,2.23,495.5,496.5,1,2024/3/3 00:00,133,TRUE,TRUE,FALSE,FALSE,0,-0.296271953,-0.917114669,-0.531524476,關山嶺山 (51).gpx,HN_Guanshanling
一日二星 關山嶺山.gpx,HN_Guanshanling_0102.gpx,HN_Guanshanling,2.43,2.23,435.6,416.8,18.8,2022/7/31 00:00,133,TRUE,TRUE,FALSE,FALSE,0,-2.587517232,-1.158572716,-0.581352928,一日二星 關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140019.253.gpx,HN_Guanshanling_0285.gpx,HN_Guanshanling,2.47,2.22,470,468.1,1.9,2023/3/11 00:00,133,TRUE,TRUE,FALSE,FALSE,0,-1.067036892,-1.098986449,-0.568167436,關山嶺山 - 2025-08-14T140019.253.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135923.062.gpx,HN_Guanshanling_0271.gpx,HN_Guanshanling,2.42,2.22,446.4,444.4,2,2023/4/4 00:00,133,TRUE,TRUE,FALSE,FALSE,0,-2.008512324,-1.069739539,-0.578755162,關山嶺山 - 2025-08-14T135923.062.gpx,HN_Guanshanling
關山嶺山 (82).gpx,HN_Guanshanling_0209.gpx,HN_Guanshanling,2.39,2.22,498.4,487.3,11,2023/12/16 00:00,133,TRUE,TRUE,FALSE,FALSE,0,-0.564036899,-0.822474672,-0.530176585,關山嶺山 (82).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140534.016.gpx,HN_Guanshanling_0382.gpx,HN_Guanshanling,2.73,2.21,405.9,395.2,10.7,2022/7/18 00:00,132,TRUE,TRUE,FALSE,FALSE,0,-2.390192408,-1.98033127,-0.680127628,關山嶺山 - 2025-08-14T140534.016.gpx,HN_Guanshanling
關山嶺山 (2).gpx,HN_Guanshanling_0160.gpx,HN_Guanshanling,2.54,2.19,478.9,483.1,4.2,2025/5/31 00:00,131,TRUE,TRUE,FALSE,FALSE,0,-0.44095958,-1.24691354,-0.601658411,關山嶺山 (2).gpx,HN_Guanshanling
[南橫三星]關山嶺山.gpx,HN_Guanshanling_0097.gpx,HN_Guanshanling,2.45,2.17,448.5,443.5,5,2022/5/6 00:00,130,TRUE,TRUE,FALSE,FALSE,0,-1.884218824,-1.186415783,-0.630168436,[南橫三星]關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135951.670.gpx,HN_Guanshanling_0279.gpx,HN_Guanshanling,2.59,2.14,508.2,500.9,7.3,2023/3/25 00:00,128,TRUE,TRUE,FALSE,FALSE,0,0.503753166,-1.326090597,-0.634515152,關山嶺山 - 2025-08-14T135951.670.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140220.343.gpx,HN_Guanshanling_0320.gpx,HN_Guanshanling,2.41,2.13,469.9,440.9,29,2022/12/28 00:00,128,TRUE,TRUE,FALSE,FALSE,0,-1.702507308,-1.098840265,-0.644414001,關山嶺山 - 2025-08-14T140220.343.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140515.795.gpx,HN_Guanshanling_0375.gpx,HN_Guanshanling,2.66,2.11,431.3,419.1,12.2,2022/7/9 00:00,126,TRUE,TRUE,FALSE,FALSE,0,-1.831239453,-1.818268839,-0.740821156,關山嶺山 - 2025-08-14T140515.795.gpx,HN_Guanshanling
關山嶺山 (63).gpx,HN_Guanshanling_0192.gpx,HN_Guanshanling,2.57,2.11,493.6,491.1,2.4,2024/2/11 00:00,126,TRUE,TRUE,FALSE,FALSE,0,0.034653042,-1.352467258,-0.671203089,關山嶺山 (63).gpx,HN_Guanshanling
20220507關山嶺山.gpx,HN_Guanshanling_0032.gpx,HN_Guanshanling,2.7,2.1,530.8,527,3.8,2022/5/7 00:00,125,TRUE,TRUE,FALSE,FALSE,0,1.672585315,-1.531840438,-0.673557121,20220507關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135718.493.gpx,HN_Guanshanling_0231.gpx,HN_Guanshanling,2.61,2.1,533.3,529.3,4,2023/11/4 00:00,125,TRUE,TRUE,FALSE,FALSE,0,1.439790009,-1.310526053,-0.654843929,關山嶺山 - 2025-08-14T135718.493.gpx,HN_Guanshanling
231021關山嶺山.gpx,HN_Guanshanling_0093.gpx,HN_Guanshanling,2.54,2.08,505.9,509.1,3.3,2023/10/21 00:00,124,TRUE,TRUE,FALSE,FALSE,0,0.419516548,-1.252518204,-0.683391449,231021關山嶺山.gpx,HN_Guanshanling
關山嶺山 (14).gpx,HN_Guanshanling_0158.gpx,HN_Guanshanling,2.4,2.06,466.2,484.4,18.2,2025/4/7 00:00,123,TRUE,TRUE,FALSE,FALSE,0,-1.120504312,-1.059580664,-0.708794041,關山嶺山 (14).gpx,HN_Guanshanling
1110823複訓-關山嶺山.gpx,HN_Guanshanling_0007.gpx,HN_Guanshanling,2.51,2.03,465.4,482.5,17.1,2022/8/23 00:00,121,TRUE,TRUE,FALSE,FALSE,0,-0.784103966,-1.352949548,-0.758320504,1110823複訓-關山嶺山.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140107.738.gpx,HN_Guanshanling_0297.gpx,HN_Guanshanling,2.49,2.03,490.5,492.3,1.7,2023/2/19 00:00,122,TRUE,TRUE,FALSE,FALSE,0,-0.276442533,-1.242819019,-0.734609355,關山嶺山 - 2025-08-14T140107.738.gpx,HN_Guanshanling
關山嶺山 (72).gpx,HN_Guanshanling_0201.gpx,HN_Guanshanling,2.72,2.02,606,597.1,8.9,2024/1/19 00:00,121,TRUE,TRUE,FALSE,FALSE,-1,4.105345434,-1.383614194,-0.69033764,關山嶺山 (72).gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T135838.873.gpx,HN_Guanshanling_0254.gpx,HN_Guanshanling,2.87,2.01,469.3,464.3,5,2023/5/6 00:00,120,TRUE,TRUE,FALSE,FALSE,0,0.240662708,-2.251833675,-0.842060379,關山嶺山 - 2025-08-14T135838.873.gpx,HN_Guanshanling
關山嶺山 - 2025-08-14T140028.280.gpx,HN_Guanshanling_0288.gpx,HN_Guanshanling,2.57,2,518.4,520.6,2.1,2023/3/10 00:00,120,TRUE,TRUE,FALSE,FALSE,0,0.912716585,-1.354699302,-0.754387988,關山嶺山 - 2025-08-14T140028.280.gpx,HN_Guanshanling
