順序	緯度	經度	海拔（約）	類型	名稱	時間
1(comm)	22.61425	120.7478	2501.4	comm	comm	2021-09-06T03:56:22+00:00
2	22.614196	120.747432	2495.3	gpx		2021-09-06T03:59:47+00:00
3	22.613635	120.747171	2484.3	gpx		2021-09-06T04:01:30+00:00
4	22.612499	120.746042	2414.5	gpx		2021-09-06T04:05:46+00:00
5	22.612654	120.745494	2397.6	gpx		2021-09-06T04:09:11+00:00
6	22.612439	120.745151	2381.7	gpx		2021-09-06T04:10:54+00:00
7	22.612393	120.744282	2357.8	gpx		2021-09-06T04:14:19+00:00
8	22.61253	120.743887	2338.6	gpx		2021-09-06T04:15:10+00:00
9	22.612669	120.743643	2327.7	gpx		2021-09-06T04:16:02+00:00
10	22.613034	120.743446	2310.0	gpx		2021-09-06T04:18:35+00:00
11	22.613059	120.743093	2293.0	gpx		2021-09-06T04:20:18+00:00
12	22.613325	120.742896	2277.6	gpx		2021-09-06T04:21:09+00:00
13	22.613673	120.742893	2264.3	gpx		2021-09-06T04:22:52+00:00
14	22.61368	120.742493	2254.0	gpx		2021-09-06T04:24:34+00:00
15	22.614531	120.742248	2226.6	gpx		2021-09-06T04:26:17+00:00
16	22.614431	120.741522	2201.3	gpx		2021-09-06T04:27:59+00:00
17	22.614658	120.741309	2185.1	gpx		2021-09-06T04:28:51+00:00
18	22.614665	120.740254	2122.1	gpx		2021-09-06T04:31:24+00:00
19	22.615116	120.741212	2095.6	gpx		2021-09-06T04:34:50+00:00
20(cabin)	22.61526	120.74209	2107.2	comm	cabin	2021-09-06T04:37:05.832400603+00:00
