順序	緯度	經度	海拔（約）	類型	名稱	時間
1(comm)	22.61635	120.72656	1779.0	comm	comm	2021-09-06T23:16:00.522697122+00:00
2	22.616233	120.726336	1772.6	gpx		2021-09-06T23:16:39+00:00
3	22.616233	120.725996	1757.5	gpx		2021-09-06T23:17:27+00:00
4	22.615998	120.725581	1730.3	gpx		2021-09-06T23:19:05+00:00
5	22.615803	120.725402	1718.5	gpx		2021-09-06T23:20:42+00:00
6	22.615294	120.725274	1688.7	gpx		2021-09-06T23:23:57+00:00
7	22.615101	120.724985	1679.9	gpx		2021-09-06T23:24:45+00:00
8	22.615142	120.724867	1679.2	gpx		2021-09-06T23:25:34+00:00
9	22.615667	120.724922	1675.9	gpx		2021-09-06T23:27:11+00:00
10	22.615768	120.724745	1673.9	gpx		2021-09-06T23:29:37+00:00
11	22.616765	120.724182	1651.5	gpx		2021-09-06T23:31:15+00:00
12	22.617414	120.723169	1630.9	gpx		2021-09-06T23:32:52+00:00
13	22.617746	120.722332	1624.7	gpx		2021-09-06T23:35:18+00:00
14	22.61813	120.721843	1613.1	gpx		2021-09-06T23:36:56+00:00
15	22.618615	120.721561	1595.2	gpx		2021-09-06T23:38:33+00:00
16	22.619715	120.720103	1561.7	gpx		2021-09-06T23:39:22+00:00
17	22.620062	120.719868	1559.7	gpx		2021-09-06T23:40:10+00:00
18	22.620363	120.719953	1557.8	gpx		2021-09-06T23:40:59+00:00
19	22.620767	120.719769	1555.1	gpx		2021-09-06T23:42:36+00:00
20	22.621794	120.71972	1565.3	gpx		2021-09-06T23:44:14+00:00
21	22.622927	120.718777	1600.3	gpx		2021-09-06T23:49:54+00:00
22	22.623467	120.71773	1569.8	gpx		2021-09-06T23:54:42+00:00
23	22.623446	120.717382	1569.7	gpx		2021-09-06T23:56:37+00:00
24	22.623824	120.717122	1567.7	gpx		2021-09-06T23:58:31+00:00
25	22.624397	120.716434	1562.6	gpx		2021-09-07T00:01:41+00:00
26	22.624406	120.716172	1559.0	gpx		2021-09-07T00:02:57+00:00
27	22.624235	120.715995	1554.7	gpx		2021-09-07T00:04:14+00:00
28	22.624323	120.715595	1544.8	gpx		2021-09-07T00:04:52+00:00
29	22.62455	120.715505	1539.0	gpx		2021-09-07T00:05:30+00:00
30	22.624673	120.715292	1533.4	gpx		2021-09-07T00:06:08+00:00
31	22.624708	120.715113	1530.3	gpx		2021-09-07T00:06:46+00:00
32	22.624406	120.714921	1518.2	gpx		2021-09-07T00:08:02+00:00
33(comm)	22.6245	120.7145	1510.6	comm	comm	2021-09-07T00:09:56.525969826+00:00
