順序	緯度	經度	海拔（約）	類型	名稱
199	23.262995	120.938476	2725.1933493179677	gpx	N/A
200	23.263023	120.938473	2724.2083157218012	gpx	N/A
201	23.263051	120.938480	2723.1774961203005	gpx	N/A
202	23.263080	120.938504	2722.0779975107976	gpx	N/A
203	23.263129	120.938510	2720.9784989012946	gpx	N/A
204	23.263220	120.938454	2720.465463131629	gpx	N/A
205	23.263244	120.938438	2720.1463419396955	gpx	N/A
206	23.263268	120.938421	2719.8272207477626	gpx	N/A
207	23.263292	120.938405	2719.5080995558296	gpx	N/A
208	23.263316	120.938388	2719.1889783638962	gpx	N/A
209	23.263339	120.938372	2718.8698571719633	gpx	N/A
210	23.263363	120.938355	2718.5507359800304	gpx	N/A
211	23.263387	120.938339	2718.2316147880974	gpx	N/A
212	23.263411	120.938323	2717.912493596164	gpx	N/A
213	23.263435	120.938306	2717.593372404231	gpx	N/A
214	23.263459	120.938290	2717.274251212298	gpx	N/A
215	23.263483	120.938273	2716.955130020365	gpx	N/A
216	23.263507	120.938257	2716.636008828432	gpx	N/A
217	23.263537	120.938263	2716.3505742994985	gpx	N/A
218	23.263572	120.938292	2716.098826433564	gpx	N/A
219	23.263608	120.938321	2715.84707856763	gpx	N/A
220	23.263644	120.938350	2715.595330701696	gpx	N/A
221	23.263679	120.938379	2715.343582835762	gpx	N/A
222	23.263715	120.938408	2715.091834969828	gpx	N/A
223	23.263767	120.938419	2714.960337327162	gpx	N/A
224	23.263789	120.938398	2714.5287506572317	gpx	N/A
225	23.263810	120.938377	2714.097163987301	gpx	N/A
226	23.263832	120.938356	2713.6655773173707	gpx	N/A
227	23.263854	120.938335	2713.23399064744	gpx	N/A
228	23.263875	120.938314	2712.8024039775096	gpx	N/A
229	23.263897	120.938293	2712.3708173075793	gpx	N/A
230	23.263919	120.938273	2711.9392306376485	gpx	N/A
231	23.263940	120.938252	2711.507643967718	gpx	N/A
232	23.263962	120.938231	2711.076057297788	gpx	N/A
233	23.263984	120.938210	2710.644470627857	gpx	N/A
234	23.264005	120.938189	2710.212883957927	gpx	N/A
235	23.264027	120.938168	2709.781297287996	gpx	N/A
236	23.264049	120.938147	2709.3497106180657	gpx	N/A
237	23.264070	120.938126	2708.9181239481354	gpx	N/A
238	23.264092	120.938105	2708.4865372782047	gpx	N/A
239	23.264114	120.938084	2708.0549506082743	gpx	N/A
240	23.264135	120.938063	2707.6233639383436	gpx	N/A
241	23.264158	120.938006	2707.1917772684133	gpx	N/A
242	23.264266	120.937977	2700.5428639820184	gpx	N/A
243	23.264309	120.937973	2700.656779786647	gpx	N/A
244	23.264353	120.937968	2700.7706955912754	gpx	N/A
245	23.264396	120.937964	2700.8846113959044	gpx	N/A
246	23.264440	120.937960	2700.998527200533	gpx	N/A
247	23.264483	120.937956	2701.1124430051614	gpx	N/A
248	23.264527	120.937952	2701.2263588097903	gpx	N/A
249	23.264571	120.937947	2701.340274614419	gpx	N/A
250	23.264603	120.937940	2698.193250105008	gpx	N/A
251	23.264643	120.937953	2695.77392458778	gpx	N/A
252	23.264688	120.937977	2694.2654182881492	gpx	N/A
253	23.264732	120.938001	2692.7569119885184	gpx	N/A
254	23.264777	120.938024	2691.2484056888875	gpx	N/A
255	23.264787	120.938086	2691.05258580287	gpx	N/A
256	23.264793	120.938152	2691.00261996281	gpx	N/A
257	23.264799	120.938218	2690.95265412275	gpx	N/A
258	23.264874	120.938330	2690.9026882826897	gpx	N/A
259	23.265045	120.938363	2684.8600202402095	gpx	N/A
260	23.265216	120.938391	2678.417853949019	gpx	N/A
261	23.265382	120.938418	2671.9756876578285	gpx	N/A
262	23.265540	120.938486	2667.0204923849383	gpx	N/A
263	23.265684	120.938581	2662.7748859251224	gpx	N/A
264	23.265828	120.938676	2658.5292794653064	gpx	N/A
265	23.265965	120.938801	2654.283673005491	gpx	N/A
266	23.266061	120.938955	2645.9453514307784	gpx	N/A
267	23.266163	120.939054	2637.460669407505	gpx	N/A
268	23.266281	120.939135	N/A	gpx	N/A
269	23.266330	120.939237	N/A	gpx	N/A
270	23.266310	120.939398	2637.460669407505	comm	start
