順序	緯度	經度	海拔（約）	類型	名稱	時間
1(cabin)	22.615284	120.7422	2108.7	comm	cabin	2021-09-06T04:37:23+00:00
2	22.615284	120.7422	2108.7	gpx		2021-09-06T04:37:23+00:00
3	22.615284	120.7422	2139.5	gpx		2021-09-06T22:00:50+00:00
4	22.615116	120.741212	2125.2	gpx		2021-09-06T22:03:20+00:00
5	22.614665	120.740254	2112.3	gpx		2021-09-06T22:06:40+00:00
6	22.614597	120.739715	2092.2	gpx		2021-09-06T22:09:10+00:00
7	22.614652	120.738955	2052.7	gpx		2021-09-06T22:10:50+00:00
8	22.614941	120.738351	1970.8	gpx		2021-09-06T22:15:47+00:00
9	22.614807	120.738215	1968.4	gpx		2021-09-06T22:16:36+00:00
10	22.615205	120.737965	1963.9	gpx		2021-09-06T22:18:13+00:00
11	22.615177	120.73747	1959.9	gpx		2021-09-06T22:21:28+00:00
12	22.615347	120.73728	1956.3	gpx		2021-09-06T22:25:32+00:00
13	22.615239	120.737131	1954.6	gpx		2021-09-06T22:27:09+00:00
14	22.615325	120.737049	1950.8	gpx		2021-09-06T22:28:46+00:00
15	22.615652	120.737114	1945.9	gpx		2021-09-06T22:31:12+00:00
16	22.615606	120.736769	1940.7	gpx		2021-09-06T22:33:38+00:00
17	22.615669	120.736583	1936.9	gpx		2021-09-06T22:35:16+00:00
18	22.615826	120.736583	1935.2	gpx		2021-09-06T22:36:04+00:00
19	22.615669	120.73627	1925.3	gpx		2021-09-06T22:40:08+00:00
20	22.61579	120.73578	1913.3	gpx		2021-09-06T22:41:45+00:00
21	22.615731	120.735039	1893.6	gpx		2021-09-06T22:44:11+00:00
22	22.616428	120.734366	1859.5	gpx		2021-09-06T22:47:26+00:00
23	22.616358	120.733832	1835.7	gpx		2021-09-06T22:49:03+00:00
24	22.616526	120.733148	1814.3	gpx		2021-09-06T22:53:07+00:00
25	22.617168	120.732803	1791.1	gpx		2021-09-06T22:54:44+00:00
26	22.617642	120.731872	1777.6	gpx		2021-09-06T22:57:59+00:00
27	22.617886	120.731034	1771.8	gpx		2021-09-06T23:01:14+00:00
28	22.617977	120.730038	1768.7	gpx		2021-09-06T23:04:28+00:00
29	22.617617	120.72868	1767.0	gpx		2021-09-06T23:08:32+00:00
30	22.616964	120.727771	1777.0	gpx		2021-09-06T23:10:58+00:00
31	22.616889	120.727424	1780.9	gpx		2021-09-06T23:12:35+00:00
32	22.61655	120.72708	1786.4	gpx		2021-09-06T23:13:24+00:00
33	22.616565	120.726885	1788.8	gpx		2021-09-06T23:15:01+00:00
34(comm)	22.61635	120.72656	1779.0	comm	comm	2021-09-06T23:16:00.522697122+00:00
