順序	緯度	經度	海拔（約）	類型	名稱
562	23.471793	120.940174	3377.1	gpx	N/A
563	23.471845	120.940087	3376.6	gpx	N/A
564	23.471858	120.939591	3374.4	gpx	N/A
565	23.472084	120.939111	3371.8	gpx	N/A
566	23.472285	120.938894	3369.8	gpx	N/A
567	23.472351	120.938837	3369.1	gpx	N/A
568	23.472469	120.938771	3368.3	gpx	N/A
569	23.472710	120.938495	3366.4	gpx	N/A
570	23.472758	120.938416	3365.8	gpx	N/A
571	23.472828	120.938223	3365.1	gpx	N/A
572	23.472858	120.938011	3364.7	gpx	N/A
573	23.472841	120.937314	3367.7	gpx	N/A
574	23.472854	120.937255	3368.6	gpx	N/A
575	23.472920	120.937171	3369.6	gpx	N/A
576	23.472937	120.936910	3372	gpx	N/A
577	23.472894	120.936703	3374.9	gpx	N/A
578	23.472903	120.936293	3381.7	gpx	N/A
579	23.472834	120.936080	3385.9	gpx	N/A
580	23.472780	120.936032	3388.1	gpx	N/A
581	23.472773	120.935991	3390.3	gpx	N/A
582	23.472802	120.935921	3392.6	gpx	N/A
583	23.472847	120.935881	3394.8	gpx	N/A
584	23.472848	120.935840	3397	gpx	N/A
585	23.472829	120.935774	3399.2	gpx	N/A
586	23.472721	120.935643	3401.6	gpx	N/A
587	23.472689	120.935573	3404.1	gpx	N/A
588	23.472661	120.935364	3409.5	gpx	N/A
589	23.472654	120.935275	3412.3	gpx	N/A
590	23.472694	120.934983	3420.9	gpx	N/A
591	23.472678	120.934923	3423.6	gpx	N/A
592	23.472643	120.934844	3426.4	gpx	N/A
593	23.472552	120.934785	3429.1	gpx	N/A
594	23.472529	120.934742	3431.8	gpx	N/A
595	23.472510	120.934631	3434.4	gpx	N/A
596	23.472390	120.934382	3439.7	gpx	N/A
597	23.472210	120.934058	3447.6	gpx	N/A
598	23.472133	120.933988	3450.1	gpx	N/A
599	23.471954	120.933870	3454.3	gpx	N/A
600	23.471937	120.933840	3456.0070557502513	comm	peak
